score,category,uid,gender,age,text
3,Travel Aggregator,6149963,M,62,"UPDATE : OK so after holding for another hour ... finally got this very nice man in india who spoke great english .. negotiated to give me a credit 00 % of my costs good for a flight anywhere with same carrier , a cost of $ 000 change plane fee to pay to the carrier ... so I rebooked to go see Grandpa . Not my first choice but at least they tried . This took way to long , was a complete hassle when through 0 people to finally get someone to help me but ... cost me a couple of hundred dollars more and at least I wasn ' t totally out of pocket on this flight . So you go online , you buy your ticket , you buy trip cancellation insurance and all looks good . Then you get an email every 0 hours trying to sell you more tickets ... haven ' t gotten them to turn that off yet . Yesterday I spent 0 hours on hold , then an Asian - sounding agent I could barely understand came on the phone and after about 00 minutes of futzing around said he couldn ' t help me and transferred me to the "" Concerned Dept "" . This chap futz around for a few minutes only to tell me he didnt cover CheapoAir problems and that I had to call 000 - 000 - 0000 ... which turns out to be the same number I had before ... Today I am on hold for 00 minutes and still now response . This travel company doesn ' t seem to care . If you buy a ticket ... dont bother to buy the insurance , it isn ' t good for anything and of course you will never get these guys on the phone . I am calling the airline to see if they can help me .... # cheapoairsucks"
5,Electronics,6149963,M,62,"I have been a customer of Paypal , Google wallet and many other systems over the years and Square Cash is the simplest way for someone to send money to another person period . I love the lack of set up requirements and how easy it is to pick up my smartphone and send ANYONE , even if they don ' t have an account , money - instantly . No login , no account set up ... simple , easy ... quick . Google and paypal should be very scared .... Square Cash wins !"
5,Fitness & Nutrition,1302767,M,28,"Their website was very easy to navigate , offered lots of selection & had fair prices ."
5,Electronics,7042003,M,34,"I ' ve purchased Squaretrade warranties for the last three or four years based on positive reviews and recommendations , but I ' d never actually had to file a claim . Well in the last 0 weeks or so I ' ve had to file two different claims ( one on a dropped tablet , one for a failing laptop battery ) and both of those experiences could not have gone more smoothly . They give you all kinds of options for repairs / resolution , and their phone support during the process is amazing . I know for a fact that I will continue to use Squaretrade in the future - I just bought two new warranties this week ."
5,Watches,1302384,M,41,"I ' ve bought two Rolex watches from Watchfinder . One for me , and one for my wife . The Watchfinder team have never been pushy , even when my wife was dithering about me buying a watch from them for her . Although what appears to be an internet based company , I ' ve always been welcomed to their offices and never felt rushed , even with my young children in tow . I ' ve recommended Watchfinder to many people who have gone on to buy - I should have negotiated some kind of commission !"
5,Fashion Accessories,1302384,M,41,"I bought a pair of zebra print Hunter welly socks for my daughter on Monday , and they arrived by Wednesday lunchtime ."
5,Music,2593193,M,27,"Used GAK to buy a couple of Fenders now . Price is very competitive , delivery was prompt and the communication and customer service and offer and availability for after sales service has been second to none ."
5,Underwear,1555993,F,51,"I was very impressed by your prompt and efficient delivery service , I received text messages informing me what time to within an hour my delivery would arrive , loved the items when they arrived , reasonable shipping rates , all in all , top class ."
5,Nutrition,5344205,F,46,I know I ' ll get what I need when I need it .
5,Electronics,5666900,F,47,"I am not one to buy merchandise warranties but because some of the items I ' ve purchsed over the last few years are hand held devices , used by our kids , I thought the likelihood of these devices getting damaged was very high ; Square Trade offers accidental coverage Of the warranties I ' ve purchased , I ' ve had to file a few claims and they have either fixed the item right away , or paid for it without any hassles and right away . Their prices are totally worth it , especially if you can find a coupon . I ' ll keep using them for my electronic purchases , especially with Christmas right around the corner ."
